Timestamp,Day_ID,Simulation_Date,Ambient_Temperature,Humidity,Soil_Moisture,Light_Intensity,Fan_Status,Pump_Status,Servo_Angle,Weather_State,Outdoor_Temperature,Outdoor_Humidity,Solar_Radiation_W_m2,Wind_Speed_m_s,Control_Mode,Episode_ID,Parameter_Set_ID,Physics_Model_Version,Airflow_m3_s,Soil_Dry_Loss_pct_5min,SolarGain_Scale,TemperatureExchange_Scale,FanExchange_Scale,HumidityResponse_Scale,PumpSoil_Scale,Drying_Scale
2024-01-01 04:35:00,1,2024-01-01,26.36,74.5,76.32,0.2,0,0,0,Hot_Sunny,26.565,73.774,0.0,1.314,controller,1,1,greenhouse-greybox-v1.0,0.019413,0.045707,1.06575,0.98166,1.08606,1.05921,0.91884,1.14269
2024-01-01 04:40:00,1,2024-01-01,26.14,73.15,76.16,0.0,0,0,90,Hot_Sunny,26.552,73.542,0.0,1.305,excitation_servo,1,1,greenhouse-greybox-v1.0,0.019371,0.045707,1.06575,0.98166,1.08606,1.05921,0.91884,1.14269
2024-01-01 04:45:00,1,2024-01-01,26.12,74.41,76.37,1.07,0,0,90,Hot_Sunny,26.663,73.589,0.0,1.217,excitation_servo,1,1,greenhouse-greybox-v1.0,0.018976,0.045707,1.06575,0.98166,1.08606,1.05921,0.91884,1.14269
2024-01-01 04:50:00,1,2024-01-01,26.36,74.11,76.01,0.47,0,0,90,Hot_Sunny,26.723,72.579,0.0,1.146,excitation_servo,1,1,greenhouse-greybox-v1.0,0.018659,0.045707,1.06575,0.98166,1.08606,1.05921,0.91884,1.14269
2024-01-01 04:55:00,1,2024-01-01,26.13,73.55,76.44,0.6,0,0,90,Hot_Sunny,26.968,72.882,0.0,1.426,excitation_servo,1,1,greenhouse-greybox-v1.0,0.019918,0.045707,1.06575,0.98166,1.08606,1.05921,0.91884,1.14269
2024-01-01 05:00:00,1,2024-01-01,26.48,74.44,75.88,0.0,0,0,0,Hot_Sunny,26.978,72.839,0.0,1.14,controller,1,1,greenhouse-greybox-v1.0,0.018629,0.045707,1.06575,0.98166,1.08606,1.05921,0.91884,1.14269
2024-01-01 05:05:00,1,2024-01-01,26.19,74.87,76.87,1.46,0,0,0,Hot_Sunny,26.945,72.013,0.0,1.335,controller,1,1,greenhouse-greybox-v1.0,0.01951,0.045707,1.06575,0.98166,1.08606,1.05921,0.91884,1.14269
2024-01-01 05:10:00,1,2024-01-01,26.37,73.39,76.25,0.11,0,0,0,Hot_Sunny,27.189,72.311,0.0,1.423,controller,1,1,greenhouse-greybox-v1.0,0.019903,0.045707,1.06575,0.98166,1.08606,1.05921,0.91884,1.14269
2024-01-01 05:15:00,1,2024-01-01,26.13,74.41,76.25,0.0,0,0,0,Hot_Sunny,27.174,72.32,0.0,1.336,controller,1,1,greenhouse-greybox-v1.0,0.01951,0.045707,1.06575,0.98166,1.08606,1.05921,0.91884,1.14269
2024-01-01 05:20:00,1,2024-01-01,26.15,74.16,75.98,0.0,0,0,0,Hot_Sunny,27.236,71.689,0.0,1.339,controller,1,1,greenhouse-greybox-v1.0,0.019527,0.045707,1.06575,0.98166,1.08606,1.05921,0.91884,1.14269
2024-01-01 05:25:00,1,2024-01-01,26.21,73.8,76.26,0.85,0,0,0,Hot_Sunny,27.422,71.722,0.0,1.457,controller,1,1,greenhouse-greybox-v1.0,0.020057,0.045707,1.06575,0.98166,1.08606,1.05921,0.91884,1.14269
2024-01-01 05:30:00,1,2024-01-01,26.43,74.11,75.87,0.8,0,0,0,Hot_Sunny,27.379,71.172,0.0,1.31,controller,1,1,greenhouse-greybox-v1.0,0.019394,0.045707,1.06575,0.98166,1.08606,1.05921,0.91884,1.14269
2024-01-01 05:35:00,1,2024-01-01,26.12,74.31,76.06,0.46,0,0,0,Hot_Sunny,27.454,71.34,0.0,1.195,controller,1,1,greenhouse-greybox-v1.0,0.018876,0.045707,1.06575,0.98166,1.08606,1.05921,0.91884,1.14269
2024-01-01 05:40:00,1,2024-01-01,26.4,74.57,76.66,0.28,0,0,0,Hot_Sunny,27.481,70.44,0.0,1.244,controller,1,1,greenhouse-greybox-v1.0,0.019097,0.045707,1.06575,0.98166,1.08606,1.05921,0.91884,1.14269
2024-01-01 05:45:00,1,2024-01-01,26.42,74.35,75.9,0.16,0,0,0,Hot_Sunny,27.701,70.434,0.0,1.716,controller,1,1,greenhouse-greybox-v1.0,0.02122,0.045707,1.06575,0.98166,1.08606,1.05921,0.91884,1.14269
2024-01-01 05:50:00,1,2024-01-01,26.43,73.34,75.97,0.62,0,0,0,Hot_Sunny,27.816,70.183,0.0,1.102,controller,1,1,greenhouse-greybox-v1.0,0.018457,0.045707,1.06575,0.98166,1.08606,1.05921,0.91884,1.14269
2024-01-01 05:55:00,1,2024-01-01,26.68,73.99,75.24,0.0,0,0,0,Hot_Sunny,27.82,69.743,0.0,1.368,controller,1,1,greenhouse-greybox-v1.0,0.019654,0.045707,1.06575,0.98166,1.08606,1.05921,0.91884,1.14269
2024-01-01 06:00:00,1,2024-01-01,26.43,74.01,76.29,0.21,0,0,0,Hot_Sunny,27.999,69.812,0.0,1.201,controller,1,1,greenhouse-greybox-v1.0,0.018903,0.045707,1.06575,0.98166,1.08606,1.05921,0.91884,1.14269
2024-01-01 06:05:00,1,2024-01-01,26.44,73.33,75.95,0.82,0,0,0,Hot_Sunny,28.034,69.212,20.854,1.297,controller,1,1,greenhouse-greybox-v1.0,0.019335,0.047766,1.06575,0.98166,1.08606,1.05921,0.91884,1.14269
2024-01-01 06:10:00,1,2024-01-01,26.59,73.2,75.47,3.91,0,0,0,Hot_Sunny,28.112,69.633,42.278,1.307,controller,1,1,greenhouse-greybox-v1.0,0.019382,0.049882,1.06575,0.98166,1.08606,1.05921,0.91884,1.14269
2024-01-01 06:15:00,1,2024-01-01,26.57,73.18,75.75,4.7,0,0,0,Hot_Sunny,28.419,68.809,63.982,1.498,controller,1,1,greenhouse-greybox-v1.0,0.02024,0.052024,1.06575,0.98166,1.08606,1.05921,0.91884,1.14269
2024-01-01 06:20:00,1,2024-01-01,26.83,74.32,75.76,7.18,0,0,0,Hot_Sunny,28.355,68.358,85.477,1.335,controller,1,1,greenhouse-greybox-v1.0,0.019507,0.054146,1.06575,0.98166,1.08606,1.05921,0.91884,1.14269
2024-01-01 06:25:00,1,2024-01-01,26.7,73.46,75.74,5.94,0,0,0,Hot_Sunny,28.502,68.346,107.42,1.393,controller,1,1,greenhouse-greybox-v1.0,0.019768,0.056313,1.06575,0.98166,1.08606,1.05921,0.91884,1.14269
2024-01-01 06:30:00,1,2024-01-01,26.64,74.08,75.52,10.17,0,0,0,Hot_Sunny,28.633,67.331,129.086,1.249,controller,1,1,greenhouse-greybox-v1.0,0.019119,0.058452,1.06575,0.98166,1.08606,1.05921,0.91884,1.14269
2024-01-01 06:35:00,1,2024-01-01,26.95,73.15,75.33,11.27,0,0,0,Hot_Sunny,28.687,66.959,150.077,1.303,controller,1,1,greenhouse-greybox-v1.0,0.019365,0.060524,1.06575,0.98166,1.08606,1.05921,0.91884,1.14269
2024-01-01 06:40:00,1,2024-01-01,26.94,72.53,75.42,13.35,0,0,0,Hot_Sunny,28.907,66.99,169.608,1.164,controller,1,1,greenhouse-greybox-v1.0,0.018738,0.062453,1.06575,0.98166,1.08606,1.05921,0.91884,1.14269
2024-01-01 06:45:00,1,2024-01-01,27.2,73.67,75.2,14.58,0,0,0,Hot_Sunny,28.873,66.659,190.919,1.439,controller,1,1,greenhouse-greybox-v1.0,0.019973,0.064557,1.06575,0.98166,1.08606,1.05921,0.91884,1.14269
2024-01-01 06:50:00,1,2024-01-01,27.02,73.23,75.41,15.59,0,0,0,Hot_Sunny,29.005,66.265,213.058,1.284,controller,1,1,greenhouse-greybox-v1.0,0.01928,0.066742,1.06575,0.98166,1.08606,1.05921,0.91884,1.14269
2024-01-01 06:55:00,1,2024-01-01,27.11,72.96,74.95,18.07,0,0,0,Hot_Sunny,29.069,65.631,236.448,1.209,controller,1,1,greenhouse-greybox-v1.0,0.018939,0.069052,1.06575,0.98166,1.08606,1.05921,0.91884,1.14269
2024-01-01 07:00:00,1,2024-01-01,27.17,73.46,75.43,19.31,0,0,0,Hot_Sunny,29.018,65.77,258.275,1.072,controller,1,1,greenhouse-greybox-v1.0,0.018326,0.071207,1.06575,0.98166,1.08606,1.05921,0.91884,1.14269
2024-01-01 07:05:00,1,2024-01-01,27.08,73.42,75.17,20.7,0,0,0,Hot_Sunny,29.437,65.389,278.66,1.431,controller,1,1,greenhouse-greybox-v1.0,0.019938,0.073219,1.06575,0.98166,1.08606,1.05921,0.91884,1.14269
2024-01-01 07:10:00,1,2024-01-01,27.29,73.85,74.35,23.34,0,0,0,Hot_Sunny,29.353,65.422,300.186,1.185,controller,1,1,greenhouse-greybox-v1.0,0.018833,0.075344,1.06575,0.98166,1.08606,1.05921,0.91884,1.14269
2024-01-01 07:15:00,1,2024-01-01,27.25,72.83,74.39,24.05,0,0,0,Hot_Sunny,29.544,65.46,321.37,1.279,controller,1,1,greenhouse-greybox-v1.0,0.019257,0.077436,1.06575,0.98166,1.08606,1.05921,0.91884,1.14269
2024-01-01 07:20:00,1,2024-01-01,27.67,73.91,74.48,26.04,0,0,0,Hot_Sunny,29.648,64.075,338.115,1.225,controller,1,1,greenhouse-greybox-v1.0,0.01901,0.079089,1.06575,0.98166,1.08606,1.05921,0.91884,1.14269
2024-01-01 07:25:00,1,2024-01-01,27.66,72.59,74.41,26.33,0,0,0,Hot_Sunny,29.793,64.17,357.935,1.166,controller,1,1,greenhouse-greybox-v1.0,0.018748,0.081046,1.06575,0.98166,1.08606,1.05921,0.91884,1.14269
2024-01-01 07:30:00,1,2024-01-01,27.84,72.9,74.72,28.41,0,0,0,Hot_Sunny,30.052,64.165,381.173,1.451,controller,1,1,greenhouse-greybox-v1.0,0.020029,0.08334,1.06575,0.98166,1.08606,1.05921,0.91884,1.14269
2024-01-01 07:35:00,1,2024-01-01,27.55,72.55,74.43,29.25,0,0,0,Hot_Sunny,30.137,63.965,397.78,1.513,controller,1,1,greenhouse-greybox-v1.0,0.020307,0.08498,1.06575,0.98166,1.08606,1.05921,0.91884,1.14269
2024-01-01 07:40:00,1,2024-01-01,27.83,72.43,74.94,30.24,0,0,0,Hot_Sunny,30.165,63.349,413.411,1.244,controller,1,1,greenhouse-greybox-v1.0,0.019098,0.086523,1.06575,0.98166,1.08606,1.05921,0.91884,1.14269
2024-01-01 07:45:00,1,2024-01-01,27.95,72.27,74.17,31.61,0,0,0,Hot_Sunny,30.164,63.509,431.32,1.314,controller,1,1,greenhouse-greybox-v1.0,0.019414,0.088291,1.06575,0.98166,1.08606,1.05921,0.91884,1.14269
2024-01-01 07:50:00,1,2024-01-01,28.24,72.37,74.12,33.57,0,0,0,Hot_Sunny,30.347,62.943,447.942,1.391,controller,1,1,greenhouse-greybox-v1.0,0.019759,0.089932,1.06575,0.98166,1.08606,1.05921,0.91884,1.14269
2024-01-01 07:55:00,1,2024-01-01,28.02,71.68,73.9,32.96,0,0,0,Hot_Sunny,30.459,62.893,466.846,1.04,controller,1,1,greenhouse-greybox-v1.0,0.01818,0.091798,1.06575,0.98166,1.08606,1.05921,0.91884,1.14269
2024-01-01 08:00:00,1,2024-01-01,28.25,71.28,73.94,34.72,0,0,0,Hot_Sunny,30.531,61.926,492.375,1.196,controller,1,1,greenhouse-greybox-v1.0,0.018883,0.094319,1.06575,0.98166,1.08606,1.05921,0.91884,1.14269
2024-01-01 08:05:00,1,2024-01-01,28.34,71.07,73.77,37.7,0,0,0,Hot_Sunny,30.553,62.029,511.952,1.238,controller,1,1,greenhouse-greybox-v1.0,0.019071,0.096252,1.06575,0.98166,1.08606,1.05921,0.91884,1.14269
2024-01-01 08:10:00,1,2024-01-01,28.28,71.17,74.35,38.14,0,0,0,Hot_Sunny,30.773,61.668,533.862,1.566,controller,1,1,greenhouse-greybox-v1.0,0.020548,0.098415,1.06575,0.98166,1.08606,1.05921,0.91884,1.14269
2024-01-01 08:15:00,1,2024-01-01,28.88,71.53,74.06,39.8,0,0,0,Hot_Sunny,30.847,60.846,550.551,1.249,controller,1,1,greenhouse-greybox-v1.0,0.019119,0.100062,1.06575,0.98166,1.08606,1.05921,0.91884,1.14269
2024-01-01 08:20:00,1,2024-01-01,28.64,71.78,73.71,41.57,0,0,0,Hot_Sunny,30.844,59.971,561.051,1.191,controller,1,1,greenhouse-greybox-v1.0,0.018858,0.101099,1.06575,0.98166,1.08606,1.05921,0.91884,1.14269
2024-01-01 08:25:00,1,2024-01-01,28.55,71.27,73.6,41.32,0,0,0,Hot_Sunny,31.193,60.635,575.116,1.268,controller,1,1,greenhouse-greybox-v1.0,0.019207,0.102488,1.06575,0.98166,1.08606,1.05921,0.91884,1.14269
